City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
566,Molaoi,GR,36.8076,22.8513,68.34,58,0,3.96,clear sky
567,Hualmay,PE,-11.0964,-77.6139,66.78,88,29,7.63,scattered clouds
568,Thurso,GB,58.5927,-3.5259,46.35,87,2,5.39,clear sky
569,Ariquemes,BR,-9.9133,-63.0408,76.98,71,25,2.3,scattered clouds
570,Veraval,IN,20.9,70.3667,83.43,81,99,13.06,overcast clouds
571,Pundaguitan,PH,6.3711,126.1689,83.1,76,17,4.56,few clouds
572,Podor,MR,16.6527,-14.9587,82.35,42,0,6.91,clear sky
573,Fort-Shevchenko,KZ,44.5086,50.263,64.81,84,89,10.16,overcast clouds
574,Sungaipenuh,ID,-2.0833,101.3833,63.27,94,97,3.53,overcast clouds
575,Jining,CN,35.405,116.5814,75.25,15,0,17.96,clear sky
576,Norwich,GB,52.6278,1.2983,50.86,91,68,4.61,broken clouds
577,Merrill,US,45.1805,-89.6835,43.81,93,90,5.75,light rain
578,Dera Bugti,PK,29.0307,69.151,89.19,19,0,2.06,clear sky
579,Kropotkin,RU,45.4375,40.5756,59.9,90,28,4.12,scattered clouds
580,Troitsko-Pechorsk,RU,62.7084,56.1964,37.67,97,100,4.25,overcast clouds
581,Liuhe,CN,42.2401,125.7172,50.22,91,100,3.13,light rain
582,Bentiu,SS,9.2333,29.8333,80.17,65,51,6.15,broken clouds
583,Nichinan,JP,31.6,131.3667,69.48,75,100,4.9,overcast clouds
584,Sinnamary,GF,5.3833,-52.95,75.9,94,100,8.41,light rain
585,Amga,RU,60.8953,131.9608,55.38,64,75,4.09,broken clouds
586,Almansa,ES,38.8692,-1.0971,57.65,64,100,4.0,light rain
587,Svetlogorsk,BY,52.6333,29.7333,55.13,93,99,2.73,overcast clouds
588,Qaqortoq,GL,60.7167,-46.0333,54.1,59,56,5.12,broken clouds
589,Meadow Lake,US,34.8014,-106.5436,86.77,8,1,7.36,clear sky
590,Makat,KZ,47.6469,53.3463,77.27,44,99,4.43,overcast clouds
591,Aquiraz,BR,-3.9014,-38.3911,82.49,84,48,11.03,scattered clouds
592,Azul,AR,-36.777,-59.8585,59.09,74,100,12.62,overcast clouds
593,Kangavar,IR,34.5043,47.9653,59.63,36,0,1.57,clear sky
594,Kholodnyy,RU,62.7167,147.95,51.53,45,100,16.24,overcast clouds
595,Dingle,PH,10.9995,122.6711,82.0,79,93,3.47,overcast clouds
